Slur,Represents,Origin,
Can,Hispanics,"MexiCANS, Puerto RiCANS"
Can'ardly,Asians,"They can'ardly see, originated in Australia."
Can-Kicker,Puerto Ricans,They play baseball and soccer with crushed cans.
Canadian,Blacks,Used as a masked replacement for 'Nigger.'
Canadian Goose,Jews,"Joe Kennedy used this term in public to refer to Jews without anyone knowing he was doing so. Refers to Jews being loud, pesty and foreign (as the geese are in Massachusetts), and having big noses"
Canal,Panamanians,Panama Canal.
Canasian,Mixed Races,Canadian/Asian mix. Used in the US to describe annoying Asians that come down from Canada to shop.
Cancer,Whites,"Cancer causes the face to become white, and the blood to drain away."
Candy Man,Blacks,"Named after Sammy Davis Jr.'s famous song, the ""Candy Man."""
Caneater,Australians,"Differing origins. 1.) A reference to the amount of canned beer they consume, or 2.) A reference to rural Australians who hail from the area where sugar cane is grown. #2 would require it be spelled cane-eater, if you prefer."
Canigger,Blacks,Combination of Canadian and Nigger for black Canadians.
Cankee/Cankie,Canadians,Canadian-Yankee.
Canned Labor,Mexicans,"Origin Unknown, Afri(can), Mexi(can), Etc. Labor"
Canuck,Canadians,"From Johnny Canuck, emerging in 1869 as a ""younger, simpler cousin to America's Uncle Sam or Britain's John Bull."" Reborn during World War II as Canada's 'defender from the Nazi menace.' Could only be a slur if you say it the right way."
Canucklehead,Canadians,Diminutive of Canuck.
Canyada,Canadians,Insulting Canada as being as unimportant as our neighbors to the South (Mexico). Usually refferred to Canyada-our 51st state.
Captain,Turks,English rhyming slang. Captain Kirk = Turk
Car Thief,Hispanics,Based on the stereotype that Hispanics steal cars
Caramel,Mixed Races,"Not chocolate, not vanilla, Caramel"
Cargo,Blacks,Slave ship reference.
Carl Winslow,Blacks,"Obese black males. Reference to character from ""Family Matters"" TV show."
Carlton (Banks),Blacks,"Black males who behave like whites or talk very proper. ""Fresh Prince of Bel-Air"" reference."
Carnie,Mexicans,A lot of mexicans are carnies.
Carpet Pilot,Arabs,Reference to Aladdin and his magic flying carpet. Also: Carpet Jockey
Carpetbagger,Americans,"During the post-Civil War reconstruction era, businessmen from the North moved to the South with their possessions in bags made out of cheap carpets."
Carrot Snapper,Mormons,Refers to the mormon tradition of growing and canning foods for storage.
Carrot Top,Irish,Hair color.
Casabooboo,Blacks,From 1960s African leader Casavubu.
Cascos,Mixed Races,White/Black mix. Describes the offspring of two mulattos. See: Mulatto.
Cashew,Jews,"Catholic Jews. Mainly, the children of a Jew and a Catholic. Originated from a standup routine by Jack Carter in the 60s"
Casino,Native Americans,In reference to the many casinos popping up on Indian reservations all over America
Casper,Whites,Casper the friendly ghost
Cast Iron,Blacks,"The color of cast iron after weathering or ""black"" pipe - plumber's term for ungalvanized cast/ductile iron."
Cat-lick,Irish,Catholic - Cat-lick.
Caublasian,Mixed Races,"A caucasian, black, and asian person. Pronounced ""Kuh-blasian"" (example: Tiger Woods)"
Caucasianally- Challenged,Non-Whites,Self-explanatory.
Caucazoid,Whites,A word used to belittle or poke fun at the caucasian designation for whites.
Caulkie,Whites,Caulk is white.
Cave Nigger,Arabs,Osama Bin Laden reference
Caveman,Whites,Refers to the Neanderthals living in caves; used by rappers.
CBC,Chinese,Canadian Born Chinese. A Canadian Chinese person who does not understand Chinese culture. CBC is also a major television network in Canada.
Celestial,Chinese,"Mainly used in the past by whites to describe the Chinese whom they saw as strange and from some where far away. The Chinese used to refer to their nation as the ""Celestial Empire"""
Center Denter,Arabs,Destroying the World Trade Center
Chack,Mixed Races,Chinese/Black
Chad,Blacks,Chad is the country next to Niger in Africa
Chain Dragger,Blacks,Refers to being on a prison chain gang.
Chale,Chinese,"Informal/derogatory term used by Hispanics, primarily in Mexico, to refer to Chinese people. As in ""Cafe de Chales"" = Chinese-run or owned cafe."
Chalky,Blacks,"Heard throughout Ireland, extremely derogatory word for blacks, who have an increasing number in the Irish population."
Chalupa,Mexicans,The popular Mexican food dish
Cham,Hispanics,CHicano AMerican.
Champi�on,Ecuadorians,"Champi�on is used by Spaniards to refer to Ecuadorian immigrants in Spain. In Spanish, champi�on means mushroom. The stereotypical person from Ecuador is short with a big head, giving the appearance of a mushroom."
Chang-Ke,Chinese,Derogatory Korean word for the Chinese
Chango,Blacks,Used by Hispanics. Spanish word meaning monkey.
Chankoro,Chinese,"Derogatory Japanese word for ""chink"""
Chap,Asians,Chinese/Japanese mix
Chapin,Guatemalans,"Nickname to describe people from Guatemala, non-derogratory used to describe themselves"
Chapta,Chinese,Chapta means flat in Hindi.
Chara,Indians,A South African term for Indians. Not as derogatory as coolie
Charcoal Briquette,Blacks,Used by Tony Soprano from The Sopranos to represent his daughter's half black boyfriend.
Charlie,Vietnamese,"Originated during the Vietnam War (1960-1974) from the phrase 'Viet Cong,' shortened to V.C., which in the military phonetic alphabet is 'Victor Charles' which gets you to 'Charlie.'"
Cheap Labor,Hispanics,Because minimum wage only applies to U.S. citizens.
Checker Back,Czechs,Self-explanatory.
Checkpoint,Arabs,They get stopped at all airport security checkpoints.
Cheddar,Hispanics,"Hispanics who are frequently in the welfare line getting ""government cheese."""
Cheech,Mexicans,Famous Mexican Cheech Marin
Cheese Nip,Mixed Races,White/Japanese. Mix of Cracker and Nip
Cheese-Eater,Dutch,Represents their fondness of eating cheese; used mostly by Germans.
Cheesehead,Whites,Wisconsin is the dairybelt; frequently used in a derogatory manner.
Cheesehead,Dutch,"Used by Germans during WWII, still very offensive today"
Cheeser/Cheesehead,Canadians,Used primarily in northern Washington State. Refers to Canadians who cross the border to shop for big blocks of inexpensive American Cheese.
Chefur,Balkan,"Comes from the same roots as ""Kaffir"", and is used in Slovenia as a derogatory term for anyone originating from one of the former Yugoslav republics."
Chernozhopyi,Blacks,Russian term literally translating as 'Black-Assed'. Found here
Cherry Nigger,Native Americans,Color of their skin.
Cherry Picker,Hispanics,"Hispanics are often limited to low paying jobs, such as picking fruit, which includes but is not limited to cherries."
Cheshire Cat,Blacks,From Alice In Wonderland. The only way you see them in the dark is if they open their eyes and smile.
Cheskey,Czechs,Play on the word Czech
Chesky,Czech,"česky, adverb. česk�, adjective. is literally pronounced ""Chesky"". This actually means ""Czech"" in the Czech language. I don't think this is really a slur."
Chew,Mixed Races,Chinese/Jewish
Chex Mex,Mixed Races,Czech / Mexican
Chex Mix,Mixed Races,Chinese/Mexican
Chexican,Mixed Races,Mexican/Chinese mix
Chic,Mixed Races,Chinese/Mexican
Chicago Navajo,Blacks,Heavy concentration of blacks in Chicago
Chicken Bandit,Blacks,Refers to one of their favorite foods.
Chico,Hispanics,Spanish for 'little boy'
Chief,Native Americans,Self-explanatory.
Chiegro,Chinese,Refers to Chinese people that try to act like Black people or are half Black.
Chigger,Chinese,"See Chiegro. Can also be a Chinese/Black mix, or a Chinese person who acts black."
Chilango,Hispanics,"Specifically Mexico City inhabitants. People from Mexico's provinces use it as an insult denoting a lazy, tricky, cheating person from the big city. Seen on bumper stickers: ""Haz Patria, Mata Un Chilango"" (Make Mexico great, kill a Chilango)."
Chili,Hispanics,They tend to eat lots of chili peppers.
Chili Choker,Mexicans,A term used in one of the Cheech & Chong movies
Chili-Shitter,Hispanics,Self-explanatory.
Chinaman,Asians,Self-explanatory.
Chindian,Nepalese,"Nepal is a really small country in between China and India, hence Chindian. Could also just as easily refer to a Chinese/Indian mix."
Chinee,Chinese,"An archaic singular for the plural Chinese, now considered offensive. Also said to be an emphasis of many Asian's inability to pronounce English."
Chinegro,Chileans,All people from sudamerica laughs when they see a chilean and call'em that way. it is a combination of CHIleno + NEGRO (black). it refers to the prominent color of more of the 54% of it's population
Ching-Chong,Asians,Typically used by schoolchildren in a derogatory manner towards Asian people.
Chinig,Mixed Races,Chinese/Black mix. Combination of 'Chink' and 'Nigger'
Chinina,Asians,"The female version of ""chino"""
Chink,Asians,"Asian equivalent of ""Nigger"" for blacks. Two possible origins: the dictionary definition is ""A narrow opening or slit"", meaning a reference to their eyes. Or could also refer to the sound of someone working on a railroad, which Chinese immigrants helped build in 1800's America. Technically should only refer to Chinese, but used for all Asians."
Chink-a-billy,Chinese,"Half Chinese, half hillbilly."
Chinkaboo,Mixed Races,Chinese/Black mix (Chink + Jigaboo)
Chinkamo,Mixed Races,Half Chinese/Half Inuit Eskimo
Chinkerbell,Asians,Self-Explanatory
Chinksta,Chinese,Chinese people who try to act black; like Wanksta for white people.
Chinless Wonder,British,Reference to inbreeding and a weak gene pool resulting in poor bone structure.
Chino,Chinese,Spanish for Chinese.
Chinxican,Mixed Races,Chinese/Mexican mix.
Chiquita,Blacks,The chiquita bananas have the black woman on the sticker
Chirp,Whites,"Bird-like features, many english have big noses."
Chite,Whites,White people trying to act Chinese or Asian.
Choco,Blacks,"Short for chocolate, in reference to skin color."
Chocolate Dip(per),Whites,"White men, or any non black, who date black women."
Chocolate Drop,Blacks,Chocolate is brown.
Chocolate-Covered Marshmallow,Blacks,A black guy who acts white.
Chocolate-Dipper,Whites,White women who date Black men.
Chod,Guamanians,"Used by Guamanians to denote other, lower class, Guamanians. ie. Guamanian trash."
Chole,Creole,Self-explanatory.
Cholo,Mexicans,A term used to refer to Mexican gangsters.
Cholo/chola,Hispanics,"Of uncertain origin. Commonly denotes Hispanic gangster types (in the U.S., not in Mexico)"
Chombo,Blacks,Panamanian derogatory jargon.
Chonkey,Mixed Races,Chinese/White
Chonky,Chinese,"Concatenation of Chinese or Chink and Honky. See: Chink, Honky."
Choo-Choo,Chinese,Chinese immigrants help build the Pacific railroad.
Chop,Mixed Races,Chinese/Italian. Chink + wop = chop.
Chop Stick,Chinese,Refers to the utensils commonly used to eat Chinese food
Chopper,Americans,There is a high circumcision rate in the United States.
Chork,Chinese,chinese dork
Chosenjin,Koreans,Japanese word calling Koreans inferior to them.
Christ Killer,Jews,See: Jesus Killer.
Chromer,Australian Aboriginals,Majority of Aboriginals (Abos) sniff paint from a Coca-cola bottle commonly known as chroming
